Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],Max
Paraguay,PRY,Control of Corruption: Percentile Rank,CC.PER.RNK,19.52380943,21.4285717,16.66666603,15.09433937,16.03773499,21.4285717
Paraguay,PRY,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,65.62951382,76.54134963,,,,76.54134963
Paraguay,PRY,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,1.025116314,0.802604621,,,,1.025116314
Paraguay,PRY,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,83.694026,82.250945,73.567538,81.281432,,83.694026
Paraguay,PRY,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Paraguay,PRY,Time required to start a business (days),IC.REG.DURS,35,,,,,35
Peru,PER,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,57.5,,,57.5
Peru,PER,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,53.03,,,53.03
Peru,PER,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,62.32,,,62.32
Peru,PER,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,45.54,,,45.54
Peru,PER,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,46.62,,,46.62
Peru,PER,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,40.93,,,40.93
Peru,PER,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Peru,PER,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,7.6,7.6
Peru,PER,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,9,,,,,9
Peru,PER,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,26.52660503,34.76491504,35.24525371,,,35.24525371
Peru,PER,"Compulsory education, duration (years)",SE.COM.DURS,14,14,14,14,14,14
Peru,PER,Control of Corruption: Percentile Rank,CC.PER.RNK,34.2857132,32.8571434,28.5714283,22.16981125,25.47169876,34.2857132
Peru,PER,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,57.83758371,75.0348278,87.4816661,,,87.4816661
Peru,PER,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,0.880734381,1.643099869,1.637914223,,,1.643099869
Peru,PER,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.252999,82.306521,77.711633,85.832278,,85.832278
Peru,PER,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Peru,PER,Time required to start a business (days),IC.REG.DURS,26,,,,,26
Philippines,PHL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,51.37,,,51.37
Philippines,PHL,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,47.42,,,47.42
Philippines,PHL,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,55.59,,,55.59
Philippines,PHL,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,33.99,,,33.99
Philippines,PHL,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,40.17,,,40.17
Philippines,PHL,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,32.77,,,32.77
Philippines,PHL,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Philippines,PHL,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,8.3,8.3
Philippines,PHL,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,9,,,,,9
Philippines,PHL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Philippines,PHL,"Compulsory education, duration (years)",SE.COM.DURS,13,13,13,13,13,13
Philippines,PHL,Control of Corruption: Percentile Rank,CC.PER.RNK,30.95238113,33.33333206,33.80952454,33.49056625,32.54716873,33.80952454
Philippines,PHL,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Philippines,PHL,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Philippines,PHL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,78.264542,78.304129,72.870727,77.96849,,78.304129
Philippines,PHL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Philippines,PHL,Time required to start a business (days),IC.REG.DURS,33,,,,,33
Poland,POL,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,95.72,,,95.72
Poland,POL,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,95.69,,,95.69
Poland,POL,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,95.75,,,95.75
Poland,POL,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,93.92,,,93.92
Poland,POL,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,98.05,,,98.05
Poland,POL,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,71.31,,,71.31
Poland,POL,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Poland,POL,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,2.8,,,,,2.8
Poland,POL,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,7,,,,,7
Poland,POL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Poland,POL,"Compulsory education, duration (years)",SE.COM.DURS,10,9,9,9,9,10
Poland,POL,Control of Corruption: Percentile Rank,CC.PER.RNK,71.42857361,72.38095093,68.09523773,68.39622498,68.86792755,72.38095093
Poland,POL,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Poland,POL,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Poland,POL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.784958,88.997062,87.852044,89.859454,,89.859454
Poland,POL,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Poland,POL,Time required to start a business (days),IC.REG.DURS,37,,,,,37
Portugal,PRT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,92.65,,,92.65
Portugal,PRT,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,90.18,,,90.18
Portugal,PRT,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,95.37,,,95.37
Portugal,PRT,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,87.62,,,87.62
Portugal,PRT,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,78.16,,,78.16
Portugal,PRT,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,89.89,,,89.89
Portugal,PRT,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Portugal,PRT,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,0.3,,,,7.7,7.7
Portugal,PRT,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6,,,,,6
Portugal,PRT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Portugal,PRT,"Compulsory education, duration (years)",SE.COM.DURS,12,12,12,12,12,12
Portugal,PRT,Control of Corruption: Percentile Rank,CC.PER.RNK,76.66666412,76.66666412,77.14286041,75.94339752,74.05660248,77.14286041
Portugal,PRT,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Portugal,PRT,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Portugal,PRT,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,93.160381,93.113768,92.918429,92.678246,,93.160381
Portugal,PRT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Portugal,PRT,Time required to start a business (days),IC.REG.DURS,6.5,,,,,6.5
Qatar,QAT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
Qatar,QAT,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
Qatar,QAT,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
Qatar,QAT,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
Qatar,QAT,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
Qatar,QAT,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
Qatar,QAT,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Qatar,QAT,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,,0
Qatar,QAT,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2,,,,,2
Qatar,QAT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Qatar,QAT,"Compulsory education, duration (years)",SE.COM.DURS,9,9,12,12,12,12
Qatar,QAT,Control of Corruption: Percentile Rank,CC.PER.RNK,78.57142639,77.14286041,78.09523773,79.24528503,75,79.24528503
Qatar,QAT,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Qatar,QAT,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Qatar,QAT,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.094408,94.148754,93.658331,93.498919,,94.148754
Qatar,QAT,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Qatar,QAT,Time required to start a business (days),IC.REG.DURS,8.7,,,,,8.7
Russian Federation,RUS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,89.72,,,89.72
Russian Federation,RUS,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,90.11,,,90.11
Russian Federation,RUS,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,89.26,,,89.26
Russian Federation,RUS,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,85.81,,,85.81
Russian Federation,RUS,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,93.49,,,93.49
Russian Federation,RUS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,82.29,,,82.29
Russian Federation,RUS,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Russian Federation,RUS,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,26.8,,,,,26.8
Russian Federation,RUS,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6,,,,,6
Russian Federation,RUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,17.27604844,22.99202104,20.86669922,19.50623768,,22.99202104
Russian Federation,RUS,"Compulsory education, duration (years)",SE.COM.DURS,11,11,11,11,11,11
Russian Federation,RUS,Control of Corruption: Percentile Rank,CC.PER.RNK,23.80952454,19.04761887,19.52380943,18.39622688,15.56603813,23.80952454
Russian Federation,RUS,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Russian Federation,RUS,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,84.132901,81.599003,78.993781,83.916381,,84.132901
Russian Federation,RUS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Russian Federation,RUS,Time required to start a business (days),IC.REG.DURS,10.1,,,,,10.1
Rwanda,RWA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,0
Rwanda,RWA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,0
Rwanda,RWA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,0
Rwanda,RWA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,0
Rwanda,RWA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,0
Rwanda,RWA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,0
Rwanda,RWA,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Rwanda,RWA,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,4.1,,,,12.3,12.3
Rwanda,RWA,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,8,,,,,8
Rwanda,RWA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Rwanda,RWA,"Compulsory education, duration (years)",SE.COM.DURS,6,6,6,6,6,6
Rwanda,RWA,Control of Corruption: Percentile Rank,CC.PER.RNK,67.14286041,67.61904907,70,70.28302002,73.11320496,73.11320496
Rwanda,RWA,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Rwanda,RWA,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Rwanda,RWA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,70.802439,71.244026,70.401984,72.206031,,72.206031
Rwanda,RWA,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Rwanda,RWA,Time required to start a business (days),IC.REG.DURS,4,,,,,4
Romania,ROU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,69.12,,,69.12
Romania,ROU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,65.74,,,65.74
Romania,ROU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,72.68,,,72.68
Romania,ROU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,57.12,,,57.12
Romania,ROU,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,71.92,,,71.92
Romania,ROU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,37.49,,,37.49
Romania,ROU,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Romania,ROU,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,5.4,,,,2.7,5.4
Romania,ROU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,9,,,,,9
Romania,ROU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,43.24825523,57.14325915,55.76312723,50.88490842,,57.14325915
Romania,ROU,"Compulsory education, duration (years)",SE.COM.DURS,10,10,10,10,10,10
Romania,ROU,Control of Corruption: Percentile Rank,CC.PER.RNK,47.1428566,51.42856979,51.42856979,55.6603775,56.13207626,56.13207626
Romania,ROU,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Romania,ROU,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Romania,ROU,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,87.235363,85.819807,83.6916,87.077434,,87.235363
Romania,ROU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Romania,ROU,Time required to start a business (days),IC.REG.DURS,20,,,,,20
Saudi Arabia,SAU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,74.32,,,74.32
Saudi Arabia,SAU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,63.49,,,63.49
Saudi Arabia,SAU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,81.67,,,81.67
Saudi Arabia,SAU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,66.61,,,66.61
Saudi Arabia,SAU,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,70.52,,,70.52
Saudi Arabia,SAU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,76.8,,,76.8
Saudi Arabia,SAU,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Saudi Arabia,SAU,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,4.5,,4.5
Saudi Arabia,SAU,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,9,,,,,9
Saudi Arabia,SAU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Saudi Arabia,SAU,"Compulsory education, duration (years)",SE.COM.DURS,9,9,9,9,9,9
Saudi Arabia,SAU,Control of Corruption: Percentile Rank,CC.PER.RNK,62.38095093,61.42856979,62.38095093,63.679245,66.50943756,66.50943756
Saudi Arabia,SAU,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Saudi Arabia,SAU,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Saudi Arabia,SAU,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.306848,89.104878,89.046611,89.393819,,89.393819
Saudi Arabia,SAU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Saudi Arabia,SAU,Time required to start a business (days),IC.REG.DURS,10.4,,,,,10.4
Serbia,SRB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,89.42,,,89.42
Serbia,SRB,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,89.83,,,89.83
Serbia,SRB,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,88.99,,,88.99
Serbia,SRB,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,84.28,,,84.28
Serbia,SRB,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,69.4,,,69.4
Serbia,SRB,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,80.42,,,80.42
Serbia,SRB,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Serbia,SRB,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,6.9,,,,,6.9
Serbia,SRB,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,6,,,,,6
Serbia,SRB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,,,,,,0
Serbia,SRB,"Compulsory education, duration (years)",SE.COM.DURS,8,8,8,8,8,8
Serbia,SRB,Control of Corruption: Percentile Rank,CC.PER.RNK,37.61904907,37.1428566,35.7142868,35.37735748,38.20754623,38.20754623
Serbia,SRB,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Serbia,SRB,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Serbia,SRB,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,87.597978,85.858216,83.837327,87.675889,,87.675889
Serbia,SRB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Serbia,SRB,Time required to start a business (days),IC.REG.DURS,7,,,,,7
Singapore,SGP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,97.55,,,97.55
Singapore,SGP,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,96.87,,,96.87
Singapore,SGP,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,98.27,,,98.27
Singapore,SGP,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,95.55,,,95.55
Singapore,SGP,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,94.36,,,94.36
Singapore,SGP,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,92.44,,,92.44
Singapore,SGP,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Singapore,SGP,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,,,,,0.6,0.6
Singapore,SGP,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,10,,,,,10
Singapore,SGP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,127.8267457,151.5663247,150.1419128,,,151.5663247
Singapore,SGP,"Compulsory education, duration (years)",SE.COM.DURS,6,6,6,6,6,6
Singapore,SGP,Control of Corruption: Percentile Rank,CC.PER.RNK,99.04762268,99.04762268,98.57142639,98.58490753,98.11320496,99.04762268
Singapore,SGP,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Singapore,SGP,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Singapore,SGP,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.189504,94.291039,93.735614,92.930961,,94.291039
Singapore,SGP,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Singapore,SGP,Time required to start a business (days),IC.REG.DURS,1.5,,,,,1.5
Slovak Republic,SVK,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,95.62,,,95.62
Slovak Republic,SVK,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,94.01,,,94.01
Slovak Republic,SVK,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,97.36,,,97.36
Slovak Republic,SVK,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,90.83,,,90.83
Slovak Republic,SVK,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,96.05,,,96.05
Slovak Republic,SVK,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,70.75,,,70.75
Slovak Republic,SVK,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,0
Slovak Republic,SVK,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,2.4,,,,2,2.4
Slovak Republic,SVK,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,3,,,,,3
Slovak Republic,SVK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,63.03351129,77.60288335,77.51539594,64.31578858,,77.60288335
Slovak Republic,SVK,"Compulsory education, duration (years)",SE.COM.DURS,10,10,11,11,11,11
Slovak Republic,SVK,Control of Corruption: Percentile Rank,CC.PER.RNK,59.52381134,64.2857132,60,60.37735748,61.320755,64.2857132
Slovak Republic,SVK,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,0
Slovak Republic,SVK,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,,,,,,0
Slovak Republic,SVK,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,89.688048,89.43502,86.768808,89.215842,,89.688048
Slovak Republic,SVK,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,0
Slovak Republic,SVK,Time required to start a business (days),IC.REG.DURS,21.5,,,,,21.5
Slovenia,SVN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,99.05,,,99.05
Slovenia,SVN,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,98.15,,,98.15
Slovenia,SVN,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,100,,,100
Slovenia,SVN,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,97.62,,,97.62
Slovenia,SVN,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,100,,,100
Slovenia,SVN,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,96.81,,,96.81
